Source,Target,weight,Label
Tuesday-Intimate Partner - Simple Assault,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",24,Tuesday-Intimate Partner - Simple Assault
Tuesday-Intimate Partner - Simple Assault,Wednesday-Vehicle - Stolen,44,Tuesday-Intimate Partner - Simple Assault
Wednesday-Robbery,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",16,Wednesday-Robbery
Wednesday-Robbery,Thursday-Theft From Motor Vehicle - Grand ($400 And Over),10,Wednesday-Robbery
Wednesday-Robbery,Thursday-Battery Police (Simple),5,Wednesday-Robbery
Wednesday-Robbery,Thursday-Theft Plain - Petty ($950 & Under),32,Wednesday-Robbery
Wednesday-Burglary From Vehicle,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",42,Wednesday-Burglary From Vehicle
Wednesday-Burglary From Vehicle,Thursday-Burglary,56,Wednesday-Burglary From Vehicle
Wednesday-Burglary From Vehicle,Thursday-Theft From Motor Vehicle - Grand ($400 And Over),9,Wednesday-Burglary From Vehicle
Wednesday-Burglary From Vehicle,Thursday-Battery Police (Simple),4,Wednesday-Burglary From Vehicle
Wednesday-Burglary From Vehicle,Thursday-Theft Plain - Petty ($950 & Under),81,Wednesday-Burglary From Vehicle
"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036","Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",16,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Thursday-Theft From Motor Vehicle - Grand ($400 And Over),9,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Thursday-Battery Police (Simple),3,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Thursday-Theft Plain - Petty ($950 & Under),52,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Wednesday-Vehicle - Stolen,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",34,Wednesday-Vehicle - Stolen
Wednesday-Vehicle - Stolen,Thursday-Burglary,58,Wednesday-Vehicle - Stolen
Wednesday-Vehicle - Stolen,Thursday-Theft From Motor Vehicle - Grand ($400 And Over),12,Wednesday-Vehicle - Stolen
Wednesday-Vehicle - Stolen,Thursday-Battery Police (Simple),2,Wednesday-Vehicle - Stolen
Wednesday-Vehicle - Stolen,Thursday-Theft Plain - Petty ($950 & Under),77,Wednesday-Vehicle - Stolen
"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Friday-Vehicle - Stolen,36,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Friday-Child Abuse (Physical) - Simple Assault,2,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Friday-Theft From Motor Vehicle - Petty ($950 & Under),22,"Thursday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Thursday-Burglary,Friday-Vehicle - Stolen,81,Thursday-Burglary
Thursday-Burglary,Friday-Child Abuse (Physical) - Simple Assault,3,Thursday-Burglary
Thursday-Burglary,Friday-Theft From Motor Vehicle - Petty ($950 & Under),38,Thursday-Burglary
Thursday-Theft From Motor Vehicle - Grand ($400 And Over),Friday-Vehicle - Stolen,18,Thursday-Theft From Motor Vehicle - Grand ($400 And Over)
Thursday-Theft From Motor Vehicle - Grand ($400 And Over),Friday-Child Abuse (Physical) - Simple Assault,2,Thursday-Theft From Motor Vehicle - Grand ($400 And Over)
Thursday-Theft From Motor Vehicle - Grand ($400 And Over),Friday-Theft From Motor Vehicle - Petty ($950 & Under),7,Thursday-Theft From Motor Vehicle - Grand ($400 And Over)
Thursday-Battery Police (Simple),Friday-Vehicle - Stolen,6,Thursday-Battery Police (Simple)
Thursday-Battery Police (Simple),Friday-Child Abuse (Physical) - Simple Assault,1,Thursday-Battery Police (Simple)
Thursday-Battery Police (Simple),Friday-Theft From Motor Vehicle - Petty ($950 & Under),6,Thursday-Battery Police (Simple)
Thursday-Theft Plain - Petty ($950 & Under),Friday-Vehicle - Stolen,104,Thursday-Theft Plain - Petty ($950 & Under)
Thursday-Theft Plain - Petty ($950 & Under),Friday-Child Abuse (Physical) - Simple Assault,10,Thursday-Theft Plain - Petty ($950 & Under)
Thursday-Theft Plain - Petty ($950 & Under),Friday-Theft From Motor Vehicle - Petty ($950 & Under),50,Thursday-Theft Plain - Petty ($950 & Under)
Friday-Vehicle - Stolen,Saturday-Arson,3,Friday-Vehicle - Stolen
Friday-Vehicle - Stolen,"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",39,Friday-Vehicle - Stolen
Friday-Vehicle - Stolen,Saturday-Shoplifting-Grand Theft ($950.01 & Over),6,Friday-Vehicle - Stolen
Friday-Child Abuse (Physical) - Simple Assault,"Saturday-Assault With Deadly Weapon, Aggravated Assault",2,Friday-Child Abuse (Physical) - Simple Assault
Friday-Child Abuse (Physical) - Simple Assault,Saturday-Vehicle - Stolen,6,Friday-Child Abuse (Physical) - Simple Assault
Friday-Child Abuse (Physical) - Simple Assault,Saturday-Arson,1,Friday-Child Abuse (Physical) - Simple Assault
Friday-Child Abuse (Physical) - Simple Assault,"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",3,Friday-Child Abuse (Physical) - Simple Assault
Friday-Child Abuse (Physical) - Simple Assault,Saturday-Shoplifting-Grand Theft ($950.01 & Over),1,Friday-Child Abuse (Physical) - Simple Assault
Friday-Child Abuse (Physical) - Simple Assault,Saturday-Battery - Simple Assault,5,Friday-Child Abuse (Physical) - Simple Assault
Friday-Theft From Motor Vehicle - Petty ($950 & Under),Saturday-Arson,4,Friday-Theft From Motor Vehicle - Petty ($950 & Under)
Friday-Theft From Motor Vehicle - Petty ($950 & Under),"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",20,Friday-Theft From Motor Vehicle - Petty ($950 & Under)
Friday-Theft From Motor Vehicle - Petty ($950 & Under),Saturday-Shoplifting-Grand Theft ($950.01 & Over),2,Friday-Theft From Motor Vehicle - Petty ($950 & Under)
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Theft From Motor Vehicle - Petty ($950 & Under),17,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Child Abuse (Physical) - Aggravated Assault,2,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Burglary From Vehicle,39,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Vehicle - Stolen,61,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
"Saturday-Assault With Deadly Weapon, Aggravated Assault",Sunday-Battery - Simple Assault,70,"Saturday-Assault With Deadly Weapon, Aggravated Assault"
Saturday-Vehicle - Stolen,Sunday-Theft From Motor Vehicle - Petty ($950 & Under),37,Saturday-Vehicle - Stolen
Saturday-Vehicle - Stolen,Sunday-Child Abuse (Physical) - Aggravated Assault,2,Saturday-Vehicle - Stolen
Saturday-Vehicle - Stolen,Sunday-Burglary From Vehicle,75,Saturday-Vehicle - Stolen
Saturday-Vehicle - Stolen,Sunday-Vehicle - Stolen,99,Saturday-Vehicle - Stolen
Saturday-Vehicle - Stolen,Sunday-Battery - Simple Assault,123,Saturday-Vehicle - Stolen
Saturday-Arson,Sunday-Theft From Motor Vehicle - Petty ($950 & Under),3,Saturday-Arson
Saturday-Arson,Sunday-Child Abuse (Physical) - Aggravated Assault,1,Saturday-Arson
Saturday-Arson,"Sunday-Theft, Person",1,Saturday-Arson
Saturday-Arson,Sunday-Burglary From Vehicle,8,Saturday-Arson
Saturday-Arson,Sunday-Vehicle - Stolen,6,Saturday-Arson
Saturday-Arson,Sunday-Battery - Simple Assault,5,Saturday-Arson
"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Sunday-Theft From Motor Vehicle - Petty ($950 & Under),13,"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Sunday-Child Abuse (Physical) - Aggravated Assault,2,"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036","Sunday-Theft, Person",5,"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Sunday-Burglary From Vehicle,33,"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Sunday-Vehicle - Stolen,41,"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Sunday-Battery - Simple Assault,43,"Saturday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Saturday-Shoplifting-Grand Theft ($950.01 & Over),Sunday-Theft From Motor Vehicle - Petty ($950 & Under),2,Saturday-Shoplifting-Grand Theft ($950.01 & Over)
Saturday-Shoplifting-Grand Theft ($950.01 & Over),Sunday-Child Abuse (Physical) - Aggravated Assault,1,Saturday-Shoplifting-Grand Theft ($950.01 & Over)
Saturday-Shoplifting-Grand Theft ($950.01 & Over),"Sunday-Theft, Person",1,Saturday-Shoplifting-Grand Theft ($950.01 & Over)
Saturday-Shoplifting-Grand Theft ($950.01 & Over),Sunday-Burglary From Vehicle,4,Saturday-Shoplifting-Grand Theft ($950.01 & Over)
Saturday-Shoplifting-Grand Theft ($950.01 & Over),Sunday-Vehicle - Stolen,4,Saturday-Shoplifting-Grand Theft ($950.01 & Over)
Saturday-Shoplifting-Grand Theft ($950.01 & Over),Sunday-Battery - Simple Assault,9,Saturday-Shoplifting-Grand Theft ($950.01 & Over)
Saturday-Battery - Simple Assault,Sunday-Theft From Motor Vehicle - Petty ($950 & Under),33,Saturday-Battery - Simple Assault
Saturday-Battery - Simple Assault,Sunday-Child Abuse (Physical) - Aggravated Assault,1,Saturday-Battery - Simple Assault
Saturday-Battery - Simple Assault,Sunday-Burglary From Vehicle,69,Saturday-Battery - Simple Assault
Saturday-Battery - Simple Assault,Sunday-Vehicle - Stolen,104,Saturday-Battery - Simple Assault
Saturday-Battery - Simple Assault,Sunday-Battery - Simple Assault,109,Saturday-Battery - Simple Assault
Sunday-Theft From Motor Vehicle - Petty ($950 & Under),Monday-Burglary,28,Sunday-Theft From Motor Vehicle - Petty ($950 & Under)
Sunday-Theft From Motor Vehicle - Petty ($950 & Under),Monday-Shoplifting - Petty Theft ($950 & Under),10,Sunday-Theft From Motor Vehicle - Petty ($950 & Under)
Sunday-Theft From Motor Vehicle - Petty ($950 & Under),Monday-Vehicle - Stolen,30,Sunday-Theft From Motor Vehicle - Petty ($950 & Under)
Sunday-Theft From Motor Vehicle - Petty ($950 & Under),Monday-Violation Of Restraining Order,3,Sunday-Theft From Motor Vehicle - Petty ($950 & Under)
Sunday-Child Abuse (Physical) - Aggravated Assault,Monday-Burglary,2,Sunday-Child Abuse (Physical) - Aggravated Assault
Sunday-Child Abuse (Physical) - Aggravated Assault,Monday-Shoplifting - Petty Theft ($950 & Under),1,Sunday-Child Abuse (Physical) - Aggravated Assault
Sunday-Child Abuse (Physical) - Aggravated Assault,Monday-Vehicle - Stolen,3,Sunday-Child Abuse (Physical) - Aggravated Assault
Sunday-Child Abuse (Physical) - Aggravated Assault,Monday-Violation Of Restraining Order,1,Sunday-Child Abuse (Physical) - Aggravated Assault
"Sunday-Theft, Person",Monday-Shoplifting - Petty Theft ($950 & Under),5,"Sunday-Theft, Person"
"Sunday-Theft, Person",Monday-Violation Of Restraining Order,1,"Sunday-Theft, Person"
Sunday-Burglary From Vehicle,Monday-Shoplifting - Petty Theft ($950 & Under),18,Sunday-Burglary From Vehicle
Sunday-Burglary From Vehicle,Monday-Vehicle - Stolen,67,Sunday-Burglary From Vehicle
Sunday-Burglary From Vehicle,Monday-Violation Of Restraining Order,8,Sunday-Burglary From Vehicle
Sunday-Vehicle - Stolen,Monday-Shoplifting - Petty Theft ($950 & Under),17,Sunday-Vehicle - Stolen
Sunday-Vehicle - Stolen,Monday-Vehicle - Stolen,79,Sunday-Vehicle - Stolen
Sunday-Vehicle - Stolen,Monday-Violation Of Restraining Order,11,Sunday-Vehicle - Stolen
Sunday-Battery - Simple Assault,Monday-Shoplifting - Petty Theft ($950 & Under),29,Sunday-Battery - Simple Assault
Sunday-Battery - Simple Assault,Monday-Vehicle - Stolen,96,Sunday-Battery - Simple Assault
Sunday-Battery - Simple Assault,Monday-Violation Of Restraining Order,18,Sunday-Battery - Simple Assault
Monday-Burglary,Tuesday-Battery With Sexual Contact,10,Monday-Burglary
Monday-Burglary,Tuesday-Vehicle - Stolen,68,Monday-Burglary
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Intimate Partner - Simple Assault,23,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Battery With Sexual Contact,1,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Burglary From Vehicle,21,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Shoplifting - Petty Theft ($950 & Under),Tuesday-Vehicle - Stolen,20,Monday-Shoplifting - Petty Theft ($950 & Under)
Monday-Vehicle - Stolen,Tuesday-Intimate Partner - Simple Assault,55,Monday-Vehicle - Stolen
Monday-Vehicle - Stolen,Tuesday-Battery With Sexual Contact,6,Monday-Vehicle - Stolen
Monday-Vehicle - Stolen,Tuesday-Burglary From Vehicle,63,Monday-Vehicle - Stolen
Monday-Vehicle - Stolen,Tuesday-Vehicle - Stolen,87,Monday-Vehicle - Stolen
Monday-Violation Of Restraining Order,Tuesday-Intimate Partner - Simple Assault,6,Monday-Violation Of Restraining Order
Monday-Violation Of Restraining Order,Tuesday-Battery With Sexual Contact,1,Monday-Violation Of Restraining Order
Monday-Violation Of Restraining Order,Tuesday-Burglary From Vehicle,5,Monday-Violation Of Restraining Order
Monday-Violation Of Restraining Order,Tuesday-Vehicle - Stolen,7,Monday-Violation Of Restraining Order
Tuesday-Intimate Partner - Simple Assault,Wednesday-Theft Of Identity,56,Tuesday-Intimate Partner - Simple Assault
Tuesday-Intimate Partner - Simple Assault,Wednesday-Other Miscellaneous Crime,8,Tuesday-Intimate Partner - Simple Assault
Tuesday-Intimate Partner - Simple Assault,Wednesday-Theft From Motor Vehicle - Grand ($400 And Over),18,Tuesday-Intimate Partner - Simple Assault
Tuesday-Intimate Partner - Simple Assault,Wednesday-Vandalism - Misdeameanor ($399 Or Under),37,Tuesday-Intimate Partner - Simple Assault
Tuesday-Battery With Sexual Contact,Wednesday-Theft Of Identity,8,Tuesday-Battery With Sexual Contact
Tuesday-Battery With Sexual Contact,Wednesday-Other Miscellaneous Crime,2,Tuesday-Battery With Sexual Contact
Tuesday-Battery With Sexual Contact,Wednesday-Theft From Motor Vehicle - Grand ($400 And Over),3,Tuesday-Battery With Sexual Contact
Tuesday-Battery With Sexual Contact,Wednesday-Vandalism - Misdeameanor ($399 Or Under),4,Tuesday-Battery With Sexual Contact
Tuesday-Burglary From Vehicle,Wednesday-Theft Of Identity,84,Tuesday-Burglary From Vehicle
Tuesday-Burglary From Vehicle,Wednesday-Other Miscellaneous Crime,17,Tuesday-Burglary From Vehicle
Tuesday-Burglary From Vehicle,Wednesday-Theft From Motor Vehicle - Grand ($400 And Over),18,Tuesday-Burglary From Vehicle
Tuesday-Burglary From Vehicle,Wednesday-Vandalism - Misdeameanor ($399 Or Under),42,Tuesday-Burglary From Vehicle
Tuesday-Vehicle - Stolen,Wednesday-Theft Of Identity,84,Tuesday-Vehicle - Stolen
Tuesday-Vehicle - Stolen,Wednesday-Other Miscellaneous Crime,13,Tuesday-Vehicle - Stolen
Tuesday-Vehicle - Stolen,Wednesday-Theft From Motor Vehicle - Grand ($400 And Over),19,Tuesday-Vehicle - Stolen
Tuesday-Vehicle - Stolen,Wednesday-Vandalism - Misdeameanor ($399 Or Under),43,Tuesday-Vehicle - Stolen
Wednesday-Theft Of Identity,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,2,Wednesday-Theft Of Identity
Wednesday-Theft Of Identity,Thursday-Burglary From Vehicle,68,Wednesday-Theft Of Identity
Wednesday-Theft Of Identity,Thursday-Battery - Simple Assault,82,Wednesday-Theft Of Identity
Wednesday-Other Miscellaneous Crime,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,1,Wednesday-Other Miscellaneous Crime
Wednesday-Other Miscellaneous Crime,Thursday-Burglary From Vehicle,14,Wednesday-Other Miscellaneous Crime
Wednesday-Other Miscellaneous Crime,Thursday-Battery - Simple Assault,8,Wednesday-Other Miscellaneous Crime
Wednesday-Theft From Motor Vehicle - Grand ($400 And Over),Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,1,Wednesday-Theft From Motor Vehicle - Grand ($400 And Over)
Wednesday-Theft From Motor Vehicle - Grand ($400 And Over),Thursday-Burglary From Vehicle,10,Wednesday-Theft From Motor Vehicle - Grand ($400 And Over)
Wednesday-Theft From Motor Vehicle - Grand ($400 And Over),Thursday-Battery - Simple Assault,24,Wednesday-Theft From Motor Vehicle - Grand ($400 And Over)
Wednesday-Vandalism - Misdeameanor ($399 Or Under),Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,1,Wednesday-Vandalism - Misdeameanor ($399 Or Under)
Wednesday-Vandalism - Misdeameanor ($399 Or Under),Thursday-Burglary From Vehicle,44,Wednesday-Vandalism - Misdeameanor ($399 Or Under)
Wednesday-Vandalism - Misdeameanor ($399 Or Under),Thursday-Battery - Simple Assault,45,Wednesday-Vandalism - Misdeameanor ($399 Or Under)
Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,"Friday-Assault With Deadly Weapon, Aggravated Assault",1,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Friday-Battery - Simple Assault,1,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Friday-Theft Of Identity,1,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Friday-Burglary From Vehicle,1,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Friday-Intimate Partner - Simple Assault,1,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Friday-Purse Snatching,1,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,Friday-Theft From Motor Vehicle - Petty ($950 & Under),1,Thursday-Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02
Thursday-Burglary From Vehicle,"Friday-Assault With Deadly Weapon, Aggravated Assault",41,Thursday-Burglary From Vehicle
Thursday-Burglary From Vehicle,Friday-Battery - Simple Assault,104,Thursday-Burglary From Vehicle
Thursday-Burglary From Vehicle,Friday-Theft Of Identity,80,Thursday-Burglary From Vehicle
Thursday-Burglary From Vehicle,Friday-Burglary From Vehicle,69,Thursday-Burglary From Vehicle
Thursday-Burglary From Vehicle,Friday-Intimate Partner - Simple Assault,55,Thursday-Burglary From Vehicle
Thursday-Burglary From Vehicle,Friday-Purse Snatching,1,Thursday-Burglary From Vehicle
Thursday-Burglary From Vehicle,Friday-Theft From Motor Vehicle - Petty ($950 & Under),34,Thursday-Burglary From Vehicle
Thursday-Battery - Simple Assault,"Friday-Assault With Deadly Weapon, Aggravated Assault",58,Thursday-Battery - Simple Assault
Thursday-Battery - Simple Assault,Friday-Battery - Simple Assault,103,Thursday-Battery - Simple Assault
Thursday-Battery - Simple Assault,Friday-Theft Of Identity,85,Thursday-Battery - Simple Assault
Thursday-Battery - Simple Assault,Friday-Burglary From Vehicle,74,Thursday-Battery - Simple Assault
Thursday-Battery - Simple Assault,Friday-Intimate Partner - Simple Assault,52,Thursday-Battery - Simple Assault
Thursday-Battery - Simple Assault,Friday-Purse Snatching,1,Thursday-Battery - Simple Assault
Thursday-Battery - Simple Assault,Friday-Theft From Motor Vehicle - Petty ($950 & Under),39,Thursday-Battery - Simple Assault
