Source,Target,weight
Bribery,Weapons Possession/Bombing,2
"Bunco, Attempt",Arson,251
"Bunco, Attempt",Assault With Deadly Weapon On Police Officer,100
"Bunco, Attempt","Assault With Deadly Weapon, Aggravated Assault",444
"Bunco, Attempt",Attempted Robbery,424
"Bunco, Attempt",Battery - Simple Assault,444
"Bunco, Attempt",Battery On A Firefighter,28
"Bunco, Attempt",Battery Police (Simple),238
"Bunco, Attempt",Battery With Sexual Contact,404
"Bunco, Attempt","Beastiality, Crime Against Nature Sexual Asslt With Anim0065",1
"Bunco, Attempt",Bigamy,1
"Bunco, Attempt",Bike - Attempted Stolen,8
"Bunco, Attempt",Bike - Stolen,396
"Bunco, Attempt",Blocking Door Induction Center,1
"Bunco, Attempt",Boat - Stolen,13
"Bunco, Attempt",Bomb Scare,102
"Bunco, Attempt",Brandish Weapon,420
"Bunco, Attempt",Bribery,4
"Bunco, Attempt","Bunco, Attempt",67
"Bunco, Attempt","Bunco, Grand Theft",363
"Bunco, Attempt","Bunco, Petty Theft",314
"Bunco, Attempt",Burglary,444
"Bunco, Attempt",Burglary From Vehicle,444
"Bunco, Attempt","Burglary From Vehicle, Attempted",228
"Bunco, Attempt","Burglary, Attempted",425
"Bunco, Attempt",Child Abandonment,7
"Bunco, Attempt",Child Abuse (Physical) - Aggravated Assault,128
"Bunco, Attempt",Child Abuse (Physical) - Simple Assault,370
"Bunco, Attempt",Child Annoying (17Yrs & Under),277
"Bunco, Attempt",Child Neglect (See 300 W.I.C.),267
"Bunco, Attempt",Child Stealing,107
"Bunco, Attempt",Conspiracy,3
"Bunco, Attempt",Contempt Of Court,246
"Bunco, Attempt",Contributing,22
"Bunco, Attempt",Counterfeit,84
"Bunco, Attempt","Credit Cards, Fraud Use ($950 & Under",30
"Bunco, Attempt","Credit Cards, Fraud Use ($950.01 & Over)",86
"Bunco, Attempt",Criminal Homicide,206
"Bunco, Attempt",Criminal Threats - No Weapon Displayed,444
"Bunco, Attempt",Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,290
"Bunco, Attempt",Cruelty To Animals,115
"Bunco, Attempt","Defrauding Innkeeper/Theft Of Services, $400 & Under",175
"Bunco, Attempt","Defrauding Innkeeper/Theft Of Services, Over $400",22
"Bunco, Attempt",Discharge Firearms/Shots Fired,272
"Bunco, Attempt",Dishonest Employee - Grand Theft,24
"Bunco, Attempt",Dishonest Employee - Petty Theft,17
"Bunco, Attempt",Dishonest Employee Attempted Theft,1
"Bunco, Attempt",Disrupt School,3
"Bunco, Attempt",Disturbing The Peace,256
"Bunco, Attempt",Document Forgery / Stolen Felony,438
"Bunco, Attempt",Document Worthless ($200 & Under),10
"Bunco, Attempt",Document Worthless ($200.01 & Over),47
"Bunco, Attempt",Driving Without Owner Consent (Dwoc),53
"Bunco, Attempt","Drugs, To A Minor",5
"Bunco, Attempt",Drunk Roll,7
"Bunco, Attempt","Embezzlement, Grand Theft ($950.01 & Over)",356
"Bunco, Attempt","Embezzlement, Petty Theft ($950 & Under)",64
"Bunco, Attempt",Extortion,200
"Bunco, Attempt",Failure To Disperse,2
"Bunco, Attempt",Failure To Yield,43
"Bunco, Attempt",False Imprisonment,75
"Bunco, Attempt",False Police Report,39
"Bunco, Attempt",Grand Theft / Insurance Fraud,5
"Bunco, Attempt",Illegal Dumping,46
"Bunco, Attempt",Incest (Sexual Acts Between Blood Relatives),2
"Bunco, Attempt",Indecent Exposure,245
"Bunco, Attempt",Intimate Partner - Aggravated Assault,391
"Bunco, Attempt",Intimate Partner - Simple Assault,444
"Bunco, Attempt",Kidnapping,183
"Bunco, Attempt",Kidnapping - Grand Attempt,72
"Bunco, Attempt","Letters, Lewd",437
"Bunco, Attempt",Lewd Conduct,110
"Bunco, Attempt",Lynching,3
"Bunco, Attempt",Lynching - Attempted,6
"Bunco, Attempt",Oral Copulation,136
"Bunco, Attempt",Other Assault,198
"Bunco, Attempt",Other Miscellaneous Crime,433
"Bunco, Attempt",Pandering,22
"Bunco, Attempt",Peeping Tom,106
"Bunco, Attempt",Petty Theft - Auto Repair,3
"Bunco, Attempt",Pickpocket,94
"Bunco, Attempt","Pickpocket, Attempt",4
"Bunco, Attempt",Pimping,52
"Bunco, Attempt",Prowler,76
"Bunco, Attempt",Purse Snatching,124
"Bunco, Attempt",Purse Snatching - Attempt,7
"Bunco, Attempt","Rape, Attempted",117
"Bunco, Attempt","Rape, Forcible",390
"Bunco, Attempt",Reckless Driving,23
"Bunco, Attempt","Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",2
"Bunco, Attempt",Resisting Arrest,228
"Bunco, Attempt",Robbery,444
"Bunco, Attempt","Sex, Unlawful",215
"Bunco, Attempt",Sexual Pentration With A Foreign Object,196
"Bunco, Attempt",Shoplifting - Attempt,29
"Bunco, Attempt",Shoplifting - Petty Theft ($950 & Under),444
"Bunco, Attempt",Shoplifting-Grand Theft ($950.01 & Over),265
"Bunco, Attempt",Shots Fired At Inhabited Dwelling,192
"Bunco, Attempt","Shots Fired At Moving Vehicle, Train Or Aircraft",30
"Bunco, Attempt",Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,134
"Bunco, Attempt",Stalking,152
"Bunco, Attempt",Telephone Property - Damage,4
"Bunco, Attempt",Theft From Motor Vehicle - Attempt,133
"Bunco, Attempt",Theft From Motor Vehicle - Grand ($400 And Over),443
"Bunco, Attempt",Theft From Motor Vehicle - Petty ($950 & Under),444
"Bunco, Attempt",Theft From Person - Attempt,30
"Bunco, Attempt",Theft Of Identity,444
"Bunco, Attempt",Theft Plain - Attempt,150
"Bunco, Attempt",Theft Plain - Petty ($950 & Under),444
"Bunco, Attempt","Theft, Coin Machine - Attempt",5
"Bunco, Attempt","Theft, Coin Machine - Grand ($950.01 & Over)",8
"Bunco, Attempt","Theft, Coin Machine - Petty ($950 & Under)",34
"Bunco, Attempt","Theft, Person",431
"Bunco, Attempt","Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",444
"Bunco, Attempt",Threatening Phone Calls/Letters,243
"Bunco, Attempt",Throwing Object At Moving Vehicle,122
"Bunco, Attempt",Till Tap - Attempt,1
"Bunco, Attempt",Till Tap - Grand Theft ($950.01 & Over),2
"Bunco, Attempt",Till Tap - Petty ($950 & Under),10
"Bunco, Attempt",Trespassing,437
"Bunco, Attempt",Unauthorized Computer Access,137
"Bunco, Attempt",Unknown,79
"Bunco, Attempt","Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",444
"Bunco, Attempt",Vandalism - Misdeameanor ($399 Or Under),444
"Bunco, Attempt",Vehicle - Attempt Stolen,236
"Bunco, Attempt",Vehicle - Stolen,444
"Bunco, Attempt",Violation Of Court Order,435
"Bunco, Attempt",Violation Of Restraining Order,441
"Bunco, Attempt",Violation Of Temporary Restraining Order,134
"Bunco, Attempt",Weapons Possession/Bombing,16
"Bunco, Grand Theft",Abortion/Illegal,3
"Bunco, Grand Theft",Arson,1595
"Bunco, Grand Theft",Assault With Deadly Weapon On Police Officer,680
"Bunco, Grand Theft","Assault With Deadly Weapon, Aggravated Assault",5100
"Bunco, Grand Theft",Attempted Robbery,3708
"Bunco, Grand Theft",Battery - Simple Assault,5100
"Bunco, Grand Theft",Battery On A Firefighter,162
"Bunco, Grand Theft",Battery Police (Simple),1839
"Bunco, Grand Theft",Battery With Sexual Contact,3532
"Bunco, Grand Theft","Beastiality, Crime Against Nature Sexual Asslt With Anim0065",9
"Bunco, Grand Theft",Bigamy,10
"Bunco, Grand Theft",Bike - Attempted Stolen,23
"Bunco, Grand Theft",Bike - Stolen,3893
"Bunco, Grand Theft",Blocking Door Induction Center,3
"Bunco, Grand Theft",Boat - Stolen,144
"Bunco, Grand Theft",Bomb Scare,563
"Bunco, Grand Theft",Brandish Weapon,3885
"Bunco, Grand Theft",Bribery,19
"Bunco, Grand Theft","Bunco, Attempt",348
"Bunco, Grand Theft","Bunco, Grand Theft",2977
"Bunco, Grand Theft","Bunco, Petty Theft",2139
"Bunco, Grand Theft",Burglary,5100
"Bunco, Grand Theft",Burglary From Vehicle,5100
"Bunco, Grand Theft","Burglary From Vehicle, Attempted",1439
"Bunco, Grand Theft","Burglary, Attempted",3959
"Bunco, Grand Theft",Child Abandonment,50
"Bunco, Grand Theft",Child Abuse (Physical) - Aggravated Assault,758
"Bunco, Grand Theft",Child Abuse (Physical) - Simple Assault,2944
"Bunco, Grand Theft",Child Annoying (17Yrs & Under),1962
"Bunco, Grand Theft",Child Neglect (See 300 W.I.C.),2009
"Bunco, Grand Theft",Child Stealing,596
"Bunco, Grand Theft",Conspiracy,32
"Bunco, Grand Theft",Contempt Of Court,1617
"Bunco, Grand Theft",Contributing,103
"Bunco, Grand Theft",Counterfeit,431
"Bunco, Grand Theft","Credit Cards, Fraud Use ($950 & Under",145
"Bunco, Grand Theft","Credit Cards, Fraud Use ($950.01 & Over)",453
"Bunco, Grand Theft",Criminal Homicide,1315
"Bunco, Grand Theft",Criminal Threats - No Weapon Displayed,5090
"Bunco, Grand Theft",Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,2205
"Bunco, Grand Theft",Cruelty To Animals,692
"Bunco, Grand Theft","Defrauding Innkeeper/Theft Of Services, $400 & Under",1080
"Bunco, Grand Theft","Defrauding Innkeeper/Theft Of Services, Over $400",121
"Bunco, Grand Theft",Discharge Firearms/Shots Fired,1639
"Bunco, Grand Theft",Dishonest Employee - Grand Theft,103
"Bunco, Grand Theft",Dishonest Employee - Petty Theft,73
"Bunco, Grand Theft",Dishonest Employee Attempted Theft,6
"Bunco, Grand Theft",Disrupt School,25
"Bunco, Grand Theft",Disturbing The Peace,1636
"Bunco, Grand Theft",Document Forgery / Stolen Felony,4644
"Bunco, Grand Theft",Document Worthless ($200 & Under),38
"Bunco, Grand Theft",Document Worthless ($200.01 & Over),215
"Bunco, Grand Theft",Driving Without Owner Consent (Dwoc),273
"Bunco, Grand Theft","Drugs, To A Minor",27
"Bunco, Grand Theft",Drunk Roll,20
"Bunco, Grand Theft","Embezzlement, Grand Theft ($950.01 & Over)",2884
"Bunco, Grand Theft","Embezzlement, Petty Theft ($950 & Under)",343
"Bunco, Grand Theft",Extortion,1088
"Bunco, Grand Theft",Failure To Disperse,12
"Bunco, Grand Theft",Failure To Yield,201
"Bunco, Grand Theft",False Imprisonment,482
"Bunco, Grand Theft",False Police Report,206
"Bunco, Grand Theft",Grand Theft / Auto Repair,8
"Bunco, Grand Theft",Grand Theft / Insurance Fraud,32
"Bunco, Grand Theft",Illegal Dumping,273
"Bunco, Grand Theft",Incest (Sexual Acts Between Blood Relatives),4
"Bunco, Grand Theft",Inciting A Riot,4
"Bunco, Grand Theft",Indecent Exposure,1583
"Bunco, Grand Theft",Intimate Partner - Aggravated Assault,3688
"Bunco, Grand Theft",Intimate Partner - Simple Assault,5100
"Bunco, Grand Theft",Kidnapping,1030
"Bunco, Grand Theft",Kidnapping - Grand Attempt,415
"Bunco, Grand Theft","Letters, Lewd",4397
"Bunco, Grand Theft",Lewd Conduct,621
"Bunco, Grand Theft",Lynching,30
"Bunco, Grand Theft",Lynching - Attempted,19
"Bunco, Grand Theft","Manslaughter, Negligent",3
"Bunco, Grand Theft",Oral Copulation,832
"Bunco, Grand Theft",Other Assault,1256
"Bunco, Grand Theft",Other Miscellaneous Crime,4441
"Bunco, Grand Theft",Pandering,123
"Bunco, Grand Theft",Peeping Tom,617
"Bunco, Grand Theft",Petty Theft - Auto Repair,14
"Bunco, Grand Theft",Pickpocket,453
"Bunco, Grand Theft","Pickpocket, Attempt",15
"Bunco, Grand Theft",Pimping,266
"Bunco, Grand Theft",Prowler,500
"Bunco, Grand Theft",Purse Snatching,632
"Bunco, Grand Theft",Purse Snatching - Attempt,29
"Bunco, Grand Theft","Rape, Attempted",592
"Bunco, Grand Theft","Rape, Forcible",3342
"Bunco, Grand Theft",Reckless Driving,128
"Bunco, Grand Theft","Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",16
"Bunco, Grand Theft",Resisting Arrest,1512
"Bunco, Grand Theft",Robbery,5100
"Bunco, Grand Theft","Sex, Unlawful",1372
"Bunco, Grand Theft",Sexual Pentration With A Foreign Object,1086
"Bunco, Grand Theft",Shoplifting - Attempt,126
"Bunco, Grand Theft",Shoplifting - Petty Theft ($950 & Under),5093
"Bunco, Grand Theft",Shoplifting-Grand Theft ($950.01 & Over),1706
"Bunco, Grand Theft",Shots Fired At Inhabited Dwelling,1248
"Bunco, Grand Theft","Shots Fired At Moving Vehicle, Train Or Aircraft",125
"Bunco, Grand Theft",Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,679
"Bunco, Grand Theft",Stalking,938
"Bunco, Grand Theft",Telephone Property - Damage,18
"Bunco, Grand Theft",Theft From Motor Vehicle - Attempt,704
"Bunco, Grand Theft",Theft From Motor Vehicle - Grand ($400 And Over),5015
"Bunco, Grand Theft",Theft From Motor Vehicle - Petty ($950 & Under),5100
"Bunco, Grand Theft",Theft From Person - Attempt,157
"Bunco, Grand Theft",Theft Of Identity,5100
"Bunco, Grand Theft",Theft Plain - Attempt,879
"Bunco, Grand Theft",Theft Plain - Petty ($950 & Under),5100
"Bunco, Grand Theft","Theft, Coin Machine - Attempt",14
"Bunco, Grand Theft","Theft, Coin Machine - Grand ($950.01 & Over)",26
"Bunco, Grand Theft","Theft, Coin Machine - Petty ($950 & Under)",133
"Bunco, Grand Theft","Theft, Person",4093
"Bunco, Grand Theft","Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",5097
"Bunco, Grand Theft",Threatening Phone Calls/Letters,1475
"Bunco, Grand Theft",Throwing Object At Moving Vehicle,791
"Bunco, Grand Theft",Till Tap - Attempt,2
"Bunco, Grand Theft",Till Tap - Grand Theft ($950.01 & Over),10
"Bunco, Grand Theft",Till Tap - Petty ($950 & Under),51
"Bunco, Grand Theft",Train Wrecking,1
"Bunco, Grand Theft",Trespassing,4745
"Bunco, Grand Theft",Unauthorized Computer Access,679
"Bunco, Grand Theft",Unknown,327
"Bunco, Grand Theft","Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",5100
"Bunco, Grand Theft",Vandalism - Misdeameanor ($399 Or Under),5098
"Bunco, Grand Theft",Vehicle - Attempt Stolen,1593
"Bunco, Grand Theft",Vehicle - Stolen,5100
"Bunco, Grand Theft",Violation Of Court Order,4499
"Bunco, Grand Theft",Violation Of Restraining Order,4576
"Bunco, Grand Theft",Violation Of Temporary Restraining Order,788
"Bunco, Grand Theft",Weapons Possession/Bombing,91
"Bunco, Petty Theft",Abortion/Illegal,2
"Bunco, Petty Theft",Arson,1222
"Bunco, Petty Theft",Assault With Deadly Weapon On Police Officer,510
"Bunco, Petty Theft","Assault With Deadly Weapon, Aggravated Assault",3191
"Bunco, Petty Theft",Attempted Robbery,2625
"Bunco, Petty Theft",Battery - Simple Assault,3191
"Bunco, Petty Theft",Battery On A Firefighter,138
"Bunco, Petty Theft",Battery Police (Simple),1390
"Bunco, Petty Theft",Battery With Sexual Contact,2452
"Bunco, Petty Theft","Beastiality, Crime Against Nature Sexual Asslt With Anim0065",10
"Bunco, Petty Theft",Bigamy,2
"Bunco, Petty Theft",Bike - Attempted Stolen,22
"Bunco, Petty Theft",Bike - Stolen,2629
"Bunco, Petty Theft",Blocking Door Induction Center,3
"Bunco, Petty Theft",Boat - Stolen,109
"Bunco, Petty Theft",Bomb Scare,447
"Bunco, Petty Theft",Brandish Weapon,2599
"Bunco, Petty Theft",Bribery,13
"Bunco, Petty Theft","Bunco, Attempt",297
"Bunco, Petty Theft","Bunco, Grand Theft",2077
"Bunco, Petty Theft","Bunco, Petty Theft",1665
"Bunco, Petty Theft",Burglary,3190
"Bunco, Petty Theft",Burglary From Vehicle,3191
"Bunco, Petty Theft","Burglary From Vehicle, Attempted",1109
"Bunco, Petty Theft","Burglary, Attempted",2677
"Bunco, Petty Theft",Child Abandonment,33
"Bunco, Petty Theft",Child Abuse (Physical) - Aggravated Assault,572
"Bunco, Petty Theft",Child Abuse (Physical) - Simple Assault,2105
"Bunco, Petty Theft",Child Annoying (17Yrs & Under),1417
"Bunco, Petty Theft",Child Neglect (See 300 W.I.C.),1431
"Bunco, Petty Theft",Child Stealing,483
"Bunco, Petty Theft",Conspiracy,27
"Bunco, Petty Theft",Contempt Of Court,1214
"Bunco, Petty Theft",Contributing,71
"Bunco, Petty Theft",Counterfeit,337
"Bunco, Petty Theft","Credit Cards, Fraud Use ($950 & Under",129
"Bunco, Petty Theft","Credit Cards, Fraud Use ($950.01 & Over)",347
"Bunco, Petty Theft",Criminal Homicide,999
"Bunco, Petty Theft",Criminal Threats - No Weapon Displayed,3186
"Bunco, Petty Theft",Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,1615
"Bunco, Petty Theft",Cruelty To Animals,510
"Bunco, Petty Theft","Defrauding Innkeeper/Theft Of Services, $400 & Under",863
"Bunco, Petty Theft","Defrauding Innkeeper/Theft Of Services, Over $400",113
"Bunco, Petty Theft",Discharge Firearms/Shots Fired,1259
"Bunco, Petty Theft",Dishonest Employee - Grand Theft,89
"Bunco, Petty Theft",Dishonest Employee - Petty Theft,68
"Bunco, Petty Theft",Dishonest Employee Attempted Theft,6
"Bunco, Petty Theft",Disrupt School,19
"Bunco, Petty Theft",Disturbing The Peace,1239
"Bunco, Petty Theft",Document Forgery / Stolen Felony,2971
"Bunco, Petty Theft",Document Worthless ($200 & Under),27
"Bunco, Petty Theft",Document Worthless ($200.01 & Over),188
"Bunco, Petty Theft",Driving Without Owner Consent (Dwoc),224
"Bunco, Petty Theft","Drugs, To A Minor",23
"Bunco, Petty Theft",Drunk Roll,17
"Bunco, Petty Theft","Embezzlement, Grand Theft ($950.01 & Over)",2070
"Bunco, Petty Theft","Embezzlement, Petty Theft ($950 & Under)",282
"Bunco, Petty Theft",Extortion,877
"Bunco, Petty Theft",Failure To Disperse,9
"Bunco, Petty Theft",Failure To Yield,172
"Bunco, Petty Theft",False Imprisonment,388
"Bunco, Petty Theft",False Police Report,189
"Bunco, Petty Theft",Grand Theft / Auto Repair,9
"Bunco, Petty Theft",Grand Theft / Insurance Fraud,18
"Bunco, Petty Theft",Illegal Dumping,212
"Bunco, Petty Theft",Incest (Sexual Acts Between Blood Relatives),6
"Bunco, Petty Theft",Inciting A Riot,5
"Bunco, Petty Theft",Indecent Exposure,1174
"Bunco, Petty Theft",Intimate Partner - Aggravated Assault,2471
"Bunco, Petty Theft",Intimate Partner - Simple Assault,3191
"Bunco, Petty Theft",Kidnapping,798
"Bunco, Petty Theft",Kidnapping - Grand Attempt,308
"Bunco, Petty Theft","Letters, Lewd",2884
"Bunco, Petty Theft",Lewd Conduct,484
"Bunco, Petty Theft",Lynching,23
"Bunco, Petty Theft",Lynching - Attempted,14
"Bunco, Petty Theft","Manslaughter, Negligent",2
"Bunco, Petty Theft",Oral Copulation,674
"Bunco, Petty Theft",Other Assault,996
"Bunco, Petty Theft",Other Miscellaneous Crime,2944
"Bunco, Petty Theft",Pandering,112
"Bunco, Petty Theft",Peeping Tom,499
"Bunco, Petty Theft",Petty Theft - Auto Repair,8
"Bunco, Petty Theft",Pickpocket,385
"Bunco, Petty Theft","Pickpocket, Attempt",11
"Bunco, Petty Theft",Pimping,220
"Bunco, Petty Theft",Prowler,375
"Bunco, Petty Theft",Purse Snatching,473
"Bunco, Petty Theft",Purse Snatching - Attempt,20
"Bunco, Petty Theft","Rape, Attempted",450
"Bunco, Petty Theft","Rape, Forcible",2400
"Bunco, Petty Theft",Reckless Driving,101
"Bunco, Petty Theft","Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",13
"Bunco, Petty Theft",Resisting Arrest,1155
"Bunco, Petty Theft",Robbery,3191
"Bunco, Petty Theft","Sex, Unlawful",1009
"Bunco, Petty Theft",Sexual Pentration With A Foreign Object,833
"Bunco, Petty Theft",Shoplifting - Attempt,108
"Bunco, Petty Theft",Shoplifting - Petty Theft ($950 & Under),3189
"Bunco, Petty Theft",Shoplifting-Grand Theft ($950.01 & Over),1304
"Bunco, Petty Theft",Shots Fired At Inhabited Dwelling,900
"Bunco, Petty Theft","Shots Fired At Moving Vehicle, Train Or Aircraft",99
"Bunco, Petty Theft",Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,526
"Bunco, Petty Theft",Stalking,687
"Bunco, Petty Theft",Telephone Property - Damage,16
"Bunco, Petty Theft",Theft From Motor Vehicle - Attempt,574
"Bunco, Petty Theft",Theft From Motor Vehicle - Grand ($400 And Over),3150
"Bunco, Petty Theft",Theft From Motor Vehicle - Petty ($950 & Under),3191
"Bunco, Petty Theft",Theft From Person - Attempt,129
"Bunco, Petty Theft",Theft Of Identity,3190
"Bunco, Petty Theft",Theft Plain - Attempt,696
"Bunco, Petty Theft",Theft Plain - Petty ($950 & Under),3191
"Bunco, Petty Theft","Theft, Coin Machine - Attempt",12
"Bunco, Petty Theft","Theft, Coin Machine - Grand ($950.01 & Over)",21
"Bunco, Petty Theft","Theft, Coin Machine - Petty ($950 & Under)",111
"Bunco, Petty Theft","Theft, Person",2744
"Bunco, Petty Theft","Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",3190
"Bunco, Petty Theft",Threatening Phone Calls/Letters,1058
